@RELATION census_income

@ATTRIBUTE age				NUMERIC
@ATTRIBUTE workclass		{Private, Self-emp-not-inc, Self-emp-inc, Federal-gov, Local-gov, State-gov, Without-pay, Never-worked}
@ATTRIBUTE fnlwgt			NUMERIC
@ATTRIBUTE education		{Bachelors, Some-college, 11th, HS-grad, Prof-school, Assoc-acdm, Assoc-voc, 9th, 7th-8th, 12th, Masters, 1st-4th, 10th, Doctorate, 5th-6th, Preschool}
@ATTRIBUTE education-num	NUMERIC
@ATTRIBUTE marital-status	{Married-civ-spouse, Divorced, Never-married, Separated, Widowed, Married-spouse-absent, Married-AF-spouse}
@ATTRIBUTE occupation		{Tech-support, Craft-repair, Other-service, Sales, Exec-managerial, Prof-specialty, Handlers-cleaners, Machine-op-inspct, Adm-clerical, Farming-fishing, Transport-moving, Priv-house-serv, Protective-serv, Armed-Forces}
@ATTRIBUTE relationship		{Wife, Own-child, Husband, Not-in-family, Other-relative, Unmarried}
@ATTRIBUTE race				{White, Asian-Pac-Islander, Amer-Indian-Eskimo, Other, Black}
@ATTRIBUTE sex				{Female, Male}
@ATTRIBUTE capital-gain		NUMERIC
@ATTRIBUTE capital-loss		NUMERIC
@ATTRIBUTE hours-per-week	NUMERIC
@ATTRIBUTE native-country	{United-States, Cambodia, England, Puerto-Rico, Canada, Germany, Outlying-US(Guam-USVI-etc), India, Japan, Greece, South, China, Cuba, Iran, Honduras, Philippines, Italy, Poland, Jamaica, Vietnam, Mexico, Portugal, Ireland, France, Dominican-Republic, Laos, Ecuador, Taiwan, Haiti, Columbia, Hungary, Guatemala, Nicaragua, Scotland, Thailand, Yugoslavia, El-Salvador, Trinadad&Tobago, Peru, Hong, Holand-Netherlands}
@ATTRIBUTE class {>50K, <=50K}

@DATA
32, Private, 147921, Prof-school, 15, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K 
48, Private, 268022, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 55, United-States, >50K 
51, Private, 253357, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K 
50, Private, 339954, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K 
32, State-gov, 347623, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 3411, 0, 40, United-States, <=50K 
53, Federal-gov, 169112, Prof-school, 15, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, >50K 
37, Private, 166213, HS-grad, 9, Divorced, Tech-support, Unmarried, White, Male, 0, 0, 40, United-States, <=50K 
62, Private, 216765, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, ?, >50K 
51, Private, 335997, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1902, 40, United-States, >50K 
18, ?, 354236, 10th, 6, Never-married, ?, Own-child, White, Female, 0, 0, 30, United-States, <=50K 
70, Private, 178120, HS-grad, 9, Widowed, Priv-house-serv, Other-relative, Black, Female, 0, 0, 8, United-States, <=50K 
54, Private, 312631, Prof-school, 15, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1887, 50, United-States, >50K 
67, Local-gov, 31924, Some-college, 10, Widowed, Other-service, Not-in-family, White, Female, 2964, 0, 41, United-States, <=50K 
34, Federal-gov, 96483, Assoc-acdm, 12, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 60, United-States, >50K 
26, Private, 305304, 11th, 7, Separated, Handlers-cleaners, Other-relative, White, Male, 0, 0, 40, United-States, <=50K 
52, Local-gov, 111722, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 72, United-States, <=50K 
24, Private, 197554, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K 
51, Private, 257126, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K 
27, Private, 101597, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, United-States, <=50K 
23, Private, 220115, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K 
38, Private, 210844, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 2042, 40, Columbia, <=50K 
25, Self-emp-inc, 66935, HS-grad, 9, Never-married, Other-service, Other-relative, White, Male, 0, 0, 30, United-States, <=50K 
81, Private, 192813, 7th-8th, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 25, Portugal, <=50K 
35, Self-emp-not-inc, 95639, 11th, 7, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male, 0, 0, 4, United-States, <=50K 
40, Self-emp-not-inc, 223881, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K 
33, Private, 223105, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 40, United-States, <=50K 
33, Private, 192644, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 90, United-States, >50K 
45, Self-emp-not-inc, 58683, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 5178, 0, 48, United-States, >50K 
22, Private, 162282, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 55, United-States, <=50K 
38, State-gov, 239539, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K 
46, Private, 117849, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 50, United-States, >50K 
17, Private, 99237, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 30, United-States, <=50K 
18, ?, 149343, HS-grad, 9, Never-married, ?, Own-child, White, Female, 0, 0, 3, United-States, <=50K 
42, Self-emp-not-inc, 193882, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K 
41, Private, 107845, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K 
58, Private, 268295, 5th-6th, 3, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 40, United-States, <=50K 
43, Private, 71269, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K 
42, Self-emp-inc, 204598, Assoc-voc, 11, Married-civ-spouse, Other-service, Husband, White, Male, 3464, 0, 80, United-States, <=50K 
19, ?, 98283, Some-college, 10, Never-married, ?, Own-child, Asian-Pac-Islander, Male, 0, 0, 32, United-States, <=50K 
45, Self-emp-inc, 188694, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K 
41, Private, 201908, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 20, United-States, <=50K 
